begin;0,0;0,274.75;273.25,0;273.25,274.75;0,0;0,274.75;273.25,0;273.25,274.75
31787;100.5,88.5;159.25,241.75;201.5,77;245.75,263.75;0,173;0,173;153.25,14;238,242.25
23399;100.5,88.5;156.5,230.25;223.25,84.25;245.75,261.5;0.25,173;13.75,191;179.25,16;238,242.25
4800;101,57.25;156.5,230.25;223.5,86;224.5,245;0.25,173;13.75,191;159.75,4.75;256.25,222.75
26374;97.5,57.5;156.5,230.25;237.75,122.5;245.25,231;0.25,173;46,212;148.5,40.5;256.25,222.75
4441;97.5,57.5;156.5,230.25;257.75,106.5;264.5,213;11.5,198.5;62.75,184.5;115.5,21.75;256.25,222.75
31952;97.5,57.5;136.75,209.75;259.5,106.75;264.5,213;15.5,218.75;42.5,204;115.5,21.75;250,222
44048;79.5,76.5;103.25,190.25;244.75,139.25;264.5,213;17.5,243.75;42.5,204;119,5;250,222
35279;79.5,76.5;120.25,224.75;229.75,137.5;264.5,184.75;36.5,245.5;64.25,195.75;119,5;225,211.75
11113;96,73.25;143.5,230.5;231.25,138.5;264.5,184.75;22.25,219;64.25,195.75;117.5,7.75;208,205.75
23706;105,97.5;152,247.75;231.25,138.5;264.5,184.75;15.5,232;83.5,217.75;117.5,7.75;208,205.75
26677;92.75,86;152,247.75;231.25,138.5;269,196.75;9,242.25;83.5,217.75;117.5,7.75;183.75,227.75
46606;92.75,86;136.25,232;231.25,138.5;265.75,192.25;9,242.25;76,222.5;117.5,7.75;169.75,197.5
18811;92.75,86;141.75,209.75;232.75,163;265.75,192.25;26.5,238.5;106.5,207;119.5,10;186,212.75
45716;92.75,86;131.25,185;235.75,162.5;258.75,192;26.5,238.5;74,219.5;119.5,10;167.5,185
39820;92.75,86;116.5,212;252,154;258.75,192;34.75,234.75;74,219.5;119.5,10;134,185.25
20760;91,76.5;103.5,211;255.75,123.75;258.75,192;8,237.75;75,218.75;119.5,10;165.25,182
34770;93.5,60;100.75,189.25;248,138.75;258.75,192;13,205.75;75,218.75;119.5,10;194.75,165.75
1501;99.25,23.25;100.25,208.25;248,138.75;265.75,224.75;6,176.5;56.25,187.5;117.5,7.75;194.75,165.75
25240;104.5,56.25;113,169;231.5,168;265.75,224.75;6,176.5;57.5,167;119.5,10;233.5,175
21598;87.75,77.25;113,169;241.25,189.5;253.25,194.75;34.25,166.5;60.25,141.25;117.5,7.75;233.5,175
36451;87.75,77.25;144.5,171.5;241.75,188.5;258.5,153.5;59.25,141.5;81.5,149;130.5,33;233.5,175
41321;87.75,77.25;144.5,171.5;250.75,159.25;252,152.75;34.75,116.75;94.25,148.25;130.5,33;213.5,177.75
42984;66,58.5;143,169.5;249,152.25;254.25,170.75;27,109.75;94.25,148.25;133.25,36;213.5,177.75
47284;61.5,47.75;153.25,169.25;250.5,154.5;254.25,170.75;40,115.75;94.25,148.25;133.25,36;192.5,148.75
47763;88.75,64.75;153.25,169.25;251.5,152.75;254.25,170.75;47,143.75;94,161.75;133.25,36;191.5,124.25
44686;106.5,74.5;155.75,143;254.25,170.75;257.5,153.5;49.5,125.25;94,161.75;133.75,36.5;201.5,117.75
1465;75,78.5;144.5,149;250,154.25;255,168.75;49.5,125.25;94,161.75;146,59.5;211.75,95
27130;102,89.75;141.5,139.75;228.5,150;255,168.75;76.75,106.5;90.25,165.5;146,59.5;206.25,85
11650;88.75,74;140.25,138.75;228.5,150;255,168.75;80.5,94.5;93,162;146,59.5;192.5,77.25
24866;89.25,85;134.25,152.75;228.5,150;260,159.25;91.25,121.25;98.25,164.5;146,59.5;191,78.25
13252;108,95.75;134.25,152.75;227,148.75;259.5,158.75;96.25,103;98.25,164.5;107.75,68.25;173.75,50.25
29166;134.75,94.25;152.5,147.5;227,148.75;259.5,158.75;55.5,118.5;98.25,164.5;132,82.25;133.25,49
39160;107,92.75;164.25,147.5;200.5,146;260,158.75;55.5,118.5;98.25,164.5;117.25,103.75;133.25,49
39413;111.25,119.75;180,144.5;189.5,120;259.5,158.75;79.25,101;85.25,176.5;117.25,103.75;133.25,49
42108;130.5,112;150.75,151.25;203.25,106.25;259.5,158.75;79.25,101;85.25,176.5;117.25,103.75;156,65.75
39869;140,107;150.75,151.25;169.25,119;260,158.75;79.25,101;101.75,211.5;117.25,103.75;175.75,49.25
24914;124.75,92.5;133.25,148.25;160.5,152.25;259.5,158.75;101.75,78.5;101.75,211.5;108.25,95.5;175.75,49.25
22871;92.5,78.25;124.5,167.5;178,129.75;259.5,158.75;101.75,78.5;101.75,211.5;108.75,94;188.75,54.75
8323;92.5,78.25;131.25,148.75;187.25,125;263,164.25;89.5,65.5;101.25,211.75;108.75,94;188.75,54.75
5116;73.75,89.75;133.25,150.75;187.25,124.5;263,164.25;89.5,65.5;94.5,240.25;108.75,94;178.5,83.25
29753;63.5,119.5;139.75,124;182.5,123;255.75,191;63.75,77.5;94.5,240.25;108.75,94;178.5,83.25
47742;67.75,142.5;139.75,124;183,123;256.25,183.5;63.75,77.5;105.5,237.25;108.75,94;182,96.25
23922;67.75,142.5;125.25,143.75;198,139.75;256.25,183.5;62,77.25;81.5,241.5;108.75,94;177.25,119.25
24893;95.75,137.25;127,145;198,139.75;256.25,183.5;57.5,84.25;82.25,241.25;143,89.5;170.25,122.25
29544;99,143;127,145;186.5,157.25;256.25,183.5;57.5,84.25;91.5,229.75;154.5,67.5;170.25,124.75
43019;112,118.5;118.25,111.75;180.75,162.25;232.5,202;52.5,100.25;91.5,229.75;154.5,67.5;170.25,124.75
14052;112,118.5;134.5,94;180.75,162.25;232.5,202;35.5,122.75;96,259;137,48.75;181.75,144.5
23822;119,92.75;135,106;179.25,163.25;219.5,192.5;35.5,122.75;84.25,243.75;123.75,50.75;181.75,144.5
45778;119,92.75;135,106;179.25,163.25;236.75,186;21.25,110.25;59,253;123.75,50.75;175.75,119.25
10559;128.75,92.5;135,106;179.25,163.25;236.75,186;21.5,110.75;35,246.5;144.5,59.25;181.5,137.75
30606;128.75,92.5;135,106;179.25,161.25;259.5,188.5;31.5,85.25;43,237.75;149.5,58.5;180,137
26937;128.75,92.5;155.25,101.25;199.75,165.25;244.75,172;42,115.25;43,237.75;146.25,70.75;180.5,144.75
47692;106.25,73.75;155.25,101.25;195,196;253.25,197.25;42,115.25;43,237.75;146.25,70.75;201,158.5
5172;89.75,85.75;130.5,97.75;195,196;253.25,197.25;34,116.5;59,218.5;162,95.25;200.25,157.75
39926;89.75,85.75;134.25,62.75;194.5,209.25;253.25,197.25;34.25,126.75;59,218.5;162.75,95;187.5,149.75
46488;106,105;144.25,94.25;189.75,241;255,194.75;35.25,123;59,218.5;162.75,95;187.5,149.75
29160;106,105;140,96.75;164.25,240;255,194.75;38.5,117.25;59,218.5;143.75,72.5;186.75,149.5
33317;106,105;159.25,64;179.25,215;252.25,193.5;40,120.75;59,218.5;151,60;171.5,168.25
18699;132,122.75;139.75,91.25;144.25,229.5;252.25,193.5;40,120.75;59,218.5;184,55.25;197.75,191.75
38310;132,121.75;135,100.25;137.75,209.5;223.75,194.25;38.5,115.75;59,218.5;184,55.25;197.75,191.75
44283;127.5,97.25;132,121.75;137.75,209;223.75,194.25;50.75,127.75;59,218.5;160,41.75;182.75,227.75
5807;112.75,101.5;133.75,96.75;137.75,209;223.75,199.5;50.75,127.75;87.75,219;155.75,16.75;182.75,227.75
28325;112.75,101.5;128.5,94.25;148.25,187;244.75,195;50.75,127.75;103.25,235.75;154,14;189.25,204.25
14108;82.75,93.75;139.75,65.25;148,208.5;256,190.75;50.75,127.75;103.25,235.75;144.75,2.75;189.25,204.25
41368;91.5,78;139.75,65.25;148,208.5;222.5,212.25;78.75,152.25;104.75,195.25;153.75,10.25;189.25,204.25
36363;91.5,78;130.5,39;148,208.5;254.75,214;99,143.75;104.25,195.25;153.25,13.25;172,187.75
10847;99.25,74.75;146.25,22;148,208.5;254.75,214;97.75,142.5;100.25,205;130,31;166.25,188
5237;99.25,74.75;132.75,15;148.75,187;254.75,214;81.5,153.25;100.75,203.75;116,31.5;184.75,202.75
21121;82.25,107;132.75,15;166.75,193.5;254.75,214;95.5,163.75;114.5,222.25;131,69.5;184.5,204.5
45815;60.5,119.5;161.75,21;172,197;254.75,214;95.5,163.75;115,223;131,69.5;203.75,177.25
35932;60.5,119.5;168.25,14.25;192,193.25;254.75,214;58.75,172.25;114,250;130.5,67.75;185,179.25
45744;71.25,120;168.25,14.25;192,193.25;238.5,197.75;50,174;90.25,262.25;130.5,67.75;185,179.25
45027;94.25,136.75;168.25,14.25;177.25,168.75;269.5,192.5;50.5,174.5;69.25,269.25;130.5,67.75;185,179.25
16449;129,129.25;132,15;176.5,169.25;269.5,192.5;50.5,174.5;69.25,269.25;139.5,103;169.75,197.5
27043;123,151.25;132,15;176.5,169.25;257.5,172.75;50.5,174.5;69.25,269.25;143.5,106.75;182.75,181.75
44238;124,159.25;132,15;202.5,175.25;257.5,172.75;39,182;69.25,269.25;142.75,106.75;195.5,149.25
2994;107.75,163.5;151.5,42.75;216.25,163.25;257.5,172.75;11.5,199.5;69.25,269.25;106.75,104;175.5,180.5
45548;107.75,163.5;151.5,42.75;215.25,163.25;257.5,172.75;12,231;96,253.25;133.5,110.75;195.75,200.25
1711;103.25,190.5;140,60.25;215.25,163.25;257.5,172.75;28.25,239;97.25,253;145,133.75;194.25,210.5
24475;86.5,180;140.25,89.5;215.25,163.25;236.25,189.5;30.75,240.25;108.75,227.75;139.5,137;194.25,210.5
43202;85.5,169.5;133.75,59.75;215.25,163.25;236.25,190;57.5,247;108.75,227.75;139.5,137;209,228.5
44933;85.5,169.5;122.25,56.75;202.5,175.75;236.25,190;55.25,218;108.75,227.75;139.5,137;197,229.25
47274;87,136;140.5,78;198,150.75;236.25,190;84.75,203.25;108.75,227.75;139.5,137;197,229.25
27381;98.75,128.25;158.25,101.25;199.25,178.5;236.25,190;67.25,230;108.75,227.75;130.5,114;197,229.25
20352;93,111;158.25,101.25;199.25,178.5;235,197.25;61.5,250.5;108.75,227.25;114.75,123.25;212,236
45610;93,111;160.25,130.25;199.25,178.5;234.25,196.25;46.25,255.25;108.75,227.25;115.75,103.75;186.5,248
21025;78.25,111.75;135,148.5;177.25,159.25;248,224.5;46.25,255.25;108.25,228.75;115.75,103.75;206.5,245.75
46412;70.25,120;135,148.5;168,148.25;248,224.5;43.75,236.25;108.25,228.75;115.75,103.75;231.75,240.25
3427;70.25,120;134.5,151;196.5,130.5;248,224.5;40.25,254.5;108.25,228.75;112.25,118.5;205,224
3937;49.75,129.25;118.25,178.25;196.5,130.5;248,224.5;43.25,236.25;87.5,221;123.5,116.5;204.25,224
45755;82.75,125;118.25,178.25;196,148.25;248,224.5;40,213;86,221.25;95.5,102;204.25,224
43088;84.25,92.5;118.25,178.25;187.25,142.75;248,224.5;14.75,215.25;86,221.25;95.75,104;204.25,224
41293;77.75,111.25;136.25,149;160.75,151.25;248,224.5;14.75,215.25;59.75,219.5;92.5,116;204.25,224
35238;77.75,111.25;160,151;177,174.75;246.75,230.75;14.75,215.25;62.75,233.75;77.75,129.75;204.25,224
41779;77.75,111.25;165.5,150;177.75,186.5;269.5,220.75;30.5,242.5;62.75,233.75;84.75,160;204.25,224
46381;77.75,111.25;165.5,150;200,197;269.5,220.75;30,265.25;62.75,233.75;93.75,171.5;228.5,206.75
41648;82.25,105;132,150.25;239,202.5;260,190;9.5,232.25;62.75,233.75;93.75,171.5;229.25,207.75
20545;92.25,90;132,150.25;219.5,199.75;257,153.75;6.5,234.75;62.75,233.75;87.75,163;229.25,207.75
38993;72.75,121;161,128.75;236.75,187.75;255.5,163.5;6.5,234.75;62.75,233.75;67.75,135.25;229.25,207.75
44674;43,124.5;153.25,149.5;236.75,187.75;255.5,163.5;25.5,220;62.75,233.75;78.25,148.75;229.25,207.75
38643;57.5,157;153.25,149.5;252.5,171;270.25,193.75;26.5,208;62.75,233.75;78.25,148.75;229.25,207.75
41994;62.75,155.5;153.25,149.5;252.25,174;270.25,193.75;17.25,188;39.75,215.5;81.25,148.5;227.25,187.25
6611;74.25,172.5;187.25,151;252.25,174;270.25,193.75;14,179;39.75,215.5;86.25,164.5;199,187
20026;70.75,195.75;187.25,151;252.25,174;267,211;17.25,205.5;20.25,236.5;86.25,164.5;215,160
33744;107.75,207.25;150,150.75;251.5,174;267,211;17.25,205.5;32.25,242.5;56.25,185;196,162.5
41818;99,208.5;150,150.75;245.5,153;252.25,174;17.25,205.5;59,229.5;61,149.25;197,162.75
36317;109.25,192.25;150,150.75;230.5,169;256.25,142.25;17.25,205.5;46,256.25;65,139.5;197,162.75
8895;119,192.5;150,150.75;237.5,169.75;256.25,142.25;16.25,206.75;44.75,253.5;76.5,114.5;179.75,186.5
14571;116.5,177.5;128.5,143;237.5,169.75;256.25,142.25;16.25,206.75;46.5,254.75;86.5,122.5;192.75,211
23674;116.5,177.5;127,144.25;214.25,162.75;225.25,143;15.75,234.25;55,271.75;85.75,124.5;192.75,211
10818;105,168;152.75,160.75;243.5,151.75;258,141.75;21.5,236.5;55,271.75;85.75,124.5;192.75,211
28429;103.25,158.25;152.75,160.75;243.5,151.75;258,141.75;34,263.75;79,270.5;99,100.75;157,220.75
1020;83.25,156;159.25,173;243.5,151.75;258,141.75;34.25,269.75;44,263;119.5,79;181.25,247.25
22087;85.5,153.5;158,173.5;248,182.25;255.75,177;37.25,272.5;44,263;130.75,116.5;181.25,247.25
36324;83,137;123,172.5;249.5,153.25;269.25,192.75;22.75,238.25;34.75,272.25;130.75,116.5;181.25,247.25
47579;54,120;123,172.5;238.75,179.75;269.25,192.75;3.75,234.5;25.5,260.75;129.75,114.25;181.25,247.25
32099;81.25,112.75;123,172.5;251.75,177.75;254,177.25;14.75,226.75;15.75,233.25;129.75,114.25;181.25,247.25
36073;93.25,134;123,172.5;251.5,174;252.25,180.5;14.75,226.75;14.75,233.75;152.25,143.75;166.75,212.25
36624;117.5,121.25;134.5,216.5;251.5,174;252.25,180.5;8,224.25;9,213.25;152.25,143.75;174,199
687;132.25,142;134.75,216;241.5,150.75;252.25,180.5;0.75,203.5;7,176;152.25,143.75;174,199
7225;121.25,169;170,214.25;203.25,133.5;245,154.25;0.75,203.5;10.25,147.75;136,116.75;174,199
9809;121.25,169;170.5,215.25;186.25,135.25;245,154.25;16.5,204.75;23.5,138.25;106.25,124.25;179.75,229.75
29701;121.25,169;189.75,192.25;196,140.75;254,162.75;1,196.75;35.25,110.5;105.25,125.25;179.75,229.75
46422;125.5,153.75;177.5,173.75;196,140.75;226.75,162.5;1,196.75;35.5,84.25;105.25,125.25;179.75,229.75
42439;151.75,150.75;177.5,173.75;196,140.75;211.25,162.75;3.5,198.5;8,75.5;114.75,109.5;179.75,229.75
44816;151.75,150.75;203,190.75;204.5,132;226.5,138.5;1.25,194.5;8,75.5;138.25,103.25;179.75,229.75
25201;151.75,150.75;196.25,190;233,145;247.25,159.25;1,198.75;8,75.5;98.5,102.75;203,214.75
38566;181.75,132;196.25,189.5;225.25,123.75;247.25,159.25;15.25,199.5;17.5,70;98.5,102.75;203,214.75
46054;181.75,132;196.25,189.5;205.5,121.75;247.25,159.25;15.25,199.5;38,69.25;99.25,105;228.75,188
22080;189.25,106.5;195,189.5;229.25,98;247.25,159.25;11.75,233.5;38,69.25;89.5,106.25;214.5,161.25
18973;180.75,66.5;195,189.5;217.75,96;247.25,159.25;4.25,238.25;32.75,70.25;89.5,106.25;201,178.25
2793;152.5,71.75;195,189.5;217.75,96;263.75,176.5;4.25,238.25;43.5,43.25;91.75,102.5;185.5,183.25
14602;140,39.75;195,189.5;239.75,68.25;263,170.75;4.25,238.25;31.5,73.25;91.75,102.5;150.25,170.25
42964;140,39.75;222,185.25;248.25,61;263,170.75;4.25,238.25;31.5,73.25;90.5,101;179.25,174.5
46460;145,10;242.25,196;251,60.5;263,170;22,217.5;47,49;90.5,101;179.25,174.5
31040;145,10;216.5,226;263,88.75;268.5,131.75;23,215.5;66.5,48.25;90.5,101;193.75,161
22405;174.25,43.5;176,214.75;262.75,108.25;268.5,131.75;23,215.5;89.5,28.25;90.5,101;201,167
36398;210.25,22.5;220.25,210.5;225.25,85.75;268.25,132.25;41.5,215.5;89.5,28.25;90.5,101;186,203.25
42664;192.25,49.75;198.5,189.25;236.25,47;268.25,132.25;41.5,215.5;89.5,28.25;124.5,128;173,168.25
20443;186,69.5;211.75,216;236.25,47;256,105;76.5,201.25;89.5,28.25;98,105.5;161.5,184
