begin;0,0;0,374.5;224.25,0;224.25,374.5;0,0;0,374.5;224.25,0;224.25,374.5
28086;0.25,32.5;87.5,300.75;166.25,91;217.5,353.5;0.25,32.5;15.5,283.5;158.25,61.25;197.25,352.25
67;4.25,52.75;87.5,300.75;163.25,92;203.5,312;0.25,32.5;14.25,281.5;155.25,56.75;196.5,359.5
18251;35.25,37.5;87.5,300.75;169.25,86.75;181.25,293;31.5,20.5;53.25,288.75;155.25,56.75;198.25,359.25
7268;14.5,3.75;49.25,297.25;151.75,48.25;181.25,293;31.5,20.5;54.25,289.25;175.75,57;198.25,359.25
5850;14.5,3.75;80,313.75;121.25,35;181.25,293;35,25;74.5,284.75;194.5,30.75;207.5,367.5
23851;18.25,8.25;74,351.5;121.25,35;145,297;63.25,5;74.5,284.75;194.75,28.25;206.5,368
2614;16.75,30.25;81.5,351.5;152.5,60.75;161,296;56.75,7.25;74.5,284.75;194.75,28.25;206.5,368
13427;11.5,4;90.75,338.25;153.25,61;161,296;69.25,19;74.5,284.75;194.75,28.25;206.5,368
19893;11.5,4;46.75,336;153.75,24.25;202.25,273.75;69.25,19;109.25,293;194.75,27.5;214,362.75
34647;28.25,43.75;47.25,336;153.75,24.25;202.25,273.75;46.25,39.5;134,294.75;194.75,27.5;213.5,344
12146;28.75,48.25;61.25,306;152.75,24;223,300.5;46.25,39.5;112.25,289.25;207.25,18.75;213.5,344
32816;15.75,78;95,321;152.75,24;223,300;30.5,21;75,276;190.5,14.5;213.5,344
2294;51.25,83;120.25,324.75;152.75,25.5;188.75,278.25;16.25,61.75;75.25,273;190.5,14.5;213.5,344
30045;81.25,88.5;120.25,324.75;152.75,25.5;188.75,278.25;42,81.25;44,250;190.5,14.5;219.75,322
14806;69.25,85.75;99,321.25;159.75,48;186.5,283.25;40.5,86.75;64,284.5;190.5,14.5;219.75,322
28131;94.25,84.75;105.25,337.5;156.5,70.5;180.25,287.5;40.5,86.75;64,284.5;190.5,14.5;197.5,294.25
25176;49,74.75;82.75,341.25;156.25,72.5;179.25,267;5.5,112.75;30.5,294.75;190.5,14.5;197.5,294.25
7728;24.25,46.75;86,300.75;121.75,73.25;175.5,264.75;5.5,112.75;28,310.75;190.5,14.5;206.25,269.5
6278;28.75,54.75;86,300.75;123,56.75;175.5,264.75;5.5,112.75;48.25,342;155.75,22.25;212,273
12315;45.25,53;90,260.75;116.5,49.5;175.5,264;5.5,112.75;68.25,325.5;156.75,20.75;212,273
30090;43.75,54;90,260.75;123.5,86.75;158.25,301.75;5.5,112.75;74,347.75;129.25,31.5;212,273
6838;43.75,54;90,260.75;123.5,86.75;172.75,274.75;48.75,91.25;58.5,345.5;128.5,31.75;209.75,267.5
16163;43.75,54;90,260.75;119.75,91.25;169.25,262;66.75,67;76.75,326.5;94.25,51.25;209.75,267.5
28114;20.5,53.5;90,260.75;106.5,118.25;169,264;60.25,49.5;76.75,326.5;86.5,61.5;214.5,270.25
