begin;0,0;0,324.25;224.75,0;224.75,324.25;0,0;0,324.25;224.75,0;224.75,324.25
20118;0.25,8.5;74.75,296.75;131.5,46.25;213.75,313.5;0.25,8.5;77.75,221;104.75,27.5;218.75,244
16325;0.25,8.5;77.25,268.75;154,55;213.75,313.5;0.25,8.5;91.5,207.75;99,70;216,240.75
29736;19,17.5;69.5,263.25;154,55;188.25,275.75;32.5,37.5;72,186.75;99,70;202.25,270.5
26382;19,17.5;65.25,253.75;157.5,52.25;164.25,276.25;35.5,9;43.25,165.75;99,70;201.75,269
3231;59.25,20;65.25,253.75;140.75,38.75;198.25,296.5;24.5,33.25;43.25,165.75;90.75,82.5;200.75,269
1169;35.25,44.75;65.25,253.75;140.75,38.75;199.25,296.5;33,39;41.25,167.25;97,111.5;208,301.25
13049;52.75,54.25;93.75,254;167,73.75;179.5,262;33,39;41.25,167.25;85.75,95.25;170.5,313.5
29589;54,33.5;93.75,254;176,99.75;177.5,275.75;27.75,37;41.25,167.25;85.75,95.25;170.5,313.5
10294;61.5,41.5;92.5,216;174.25,85.75;177.5,275.75;42,31;76,158.5;125.25,109.75;170.5,313.5
17792;61.5,41.5;118.75,200.25;152.25,85.25;172.25,279;42,31;73.75,158.5;156,125.25;198,300.5
951;65.5,38.5;118.75,200.25;150,64.75;184,257.5;42,31;73.75,158.5;177.75,139.75;198.75,299
1898;65.5,38.5;116.75,195.75;168,60;200,270.25;57.5,8;73.75,158.5;161.25,129.25;219.75,291.25
17433;65.5,38;89.25,214.75;159.5,87;198.5,270;57.5,8;72.75,185;175.25,141.75;219.75,291.25
5752;65.5,38;89.25,214.25;156.75,65;196,256.75;24.75,11.5;61,194.75;174.25,140.75;219.75,291.25
32597;72.75,46;128.75,201;153.75,85.25;196.25,223;24.75,11.5;29.25,186;187.5,104.25;219.75,291.25
25918;60.25,31;98.75,211.5;136.5,108;180.5,192.5;24.75,11.5;27,200.5;187.5,104.25;219.75,291.25
16407;24.75,25.25;98.75,211.5;126.75,126.75;214.25,186.75;23.75,11;24.25,244.5;187.5,104.25;222,275.5
19422;27.25,48.25;89.25,200;119.25,112.75;189.5,181.25;23.25,11;23.75,243.75;187.5,104.25;222,275.5
6596;25.25,48.25;89.25,200;119.25,112.75;189.25,142.25;23.25,11;48.5,251.5;193.5,137;221.75,288.25
22510;8.75,69.5;96,160.5;136.75,150.25;153.75,148.25;23.25,11;48.5,251.5;193.75,136.5;221.75,288.25
12520;8.75,69.5;96,160.5;136.25,175.5;142.5,178.5;34,29.5;53.75,230.75;192.75,162.75;209.5,277.75
32693;8.75,69.5;94,178.5;123,182.5;142.5,178.5;12.5,47;48.25,213;187.25,198.5;209.5,277.75
18258;10.25,70.25;105,152.75;123,182.5;140.25,174.5;12.5,47;25.5,211;164.5,207;209.75,277.25
32285;45,89;94,176;115.75,161.5;140.25,161.75;12.5,47;25.5,211;164.5,207;209.75,277.25
32147;45,89;76.5,198.25;113.5,131.25;131.5,157.75;22.25,76;43,238.5;164.5,207;192.75,283.5
9235;46,82.5;76.5,198.25;113.5,131.25;132,157.75;41.75,59.25;42.25,241;134.75,205.5;191.75,283.5
20940;10.25,80.25;76.5,198.25;113.5,131.25;131.75,154;27.25,37.5;60.75,271;141.5,194.75;181.25,271.25
22203;10.25,80.25;85.75,224;91.25,109.5;167.25,140.75;33,30.75;86.75,269.75;169.25,206;181.25,271.25
9065;38.75,64.75;85.25,223.75;91.25,109.5;157,106.5;17.75,1.5;66,259.25;169.25,206;181,271
28008;38.75,64.75;66.25,206.25;91.25,109.5;157,106.5;18.25,1.75;84.75,240.75;143.25,223;209,285
28763;38.75,64.75;66.25,206.25;75,138.25;136,114.75;17.5,1;84.75,240.75;164.75,252.25;196,260.75
11516;37.75,64.75;51.25,201.25;94,159.75;136,114.75;17.5,1;100.25,239;143.25,252.75;196,260.75
32408;37.75,64.75;51.25,201.25;63.75,151;136,114.75;17.5,1;99.5,211.25;110,237.25;178.75,294.25
28364;29,80.75;63.5,183.25;76,135.25;136,114.75;17.5,1;86.5,183;110,237.25;178.75,293.75
20255;29,80.75;58.25,200.25;68.75,134.75;135.5,112.5;41,7.25;96.75,158;110,237.25;178.75,293.75
12670;29,80.75;58.25,200.25;103,129.5;135.5,112.5;57.5,10;104.75,119.25;116.25,244.75;220.75,292.25
9511;40.75,50.75;78.25,173.75;91.5,100.5;135.5,112.5;35.5,29.5;80.5,95.25;116.25,244.75;220.75,292.25
20159;1.5,58.25;78,174.25;91.5,100.5;164,141;32,28.25;56,127.5;116.75,246.75;220.75,292.25
140;18.25,52.25;78,174.25;92.75,129.25;155.75,163.25;49.25,37;52.75,102.5;116.75,246.75;220.75,292.25
19008;18.25,52.25;52,193.25;127,145.25;156,160.75;28,49.5;71.5,76.25;91.5,254.5;220.75,292.25
30191;21.75,48.75;27.25,185.25;128.25,130.5;156,160.75;18.5,34.5;71.5,76.5;100.5,273;220.75,292.25
27689;5,64.25;46.25,175.5;132.25,149.25;156,160.75;16.25,55.25;90,46;98.75,273.25;220.75,292.25
27128;31.75,41.75;62.25,146.25;143.75,161.5;188.75,165.75;16.25,55.25;90,46;116.5,270.75;220.75,292.25
3153;18.75,25;89.75,160.25;143.75,161.5;188.75,165.75;4.5,84.75;97.5,33.5;98.5,245.25;219.5,292
18951;56.5,31.75;109.5,178;122.75,144.5;188.75,165.75;12,82.75;82.5,15.75;98.5,245.25;219.5,292
9817;68.25,47.25;102.75,179.5;130.75,147;177,181;12.25,101.5;82.5,15.75;106.25,214;219.5,292
15343;68.25,47.25;102.75,179.5;159.25,125.25;159.25,192.75;30.75,75.75;59,16.5;106.25,214;219.5,292
30363;68.5,47.75;102.75,179.5;152.75,129.5;178.25,223.75;12,83;59,16.5;106.25,214;193.25,283.5
25288;68.5,47.75;137.75,195.25;152.75,129.5;193.25,223.75;5.5,83.5;80.25,38.75;99,246;193.25,283.5
22903;44.5,32.25;161,192.25;169,144.5;177.75,225.25;5.5,83.5;81.5,36.25;99,246;193.25,283.5
5801;20.5,12.25;144.25,207;169,144.5;186,225.5;20.75,74.75;81.5,36.25;87.25,251.75;193.25,283.5
5704;14.5,25.75;137.75,195.25;160.25,160.75;196,257.25;34.5,98.5;81.5,36.25;87.25,251.75;193.25,283.5
31875;20.25,53.5;120.75,228.5;147.75,175.5;201.5,226.75;15,87.5;81.5,36.25;107.5,267;193.25,283.5
1685;12,69.25;121.25,228.25;176,173.25;203,225.75;13.75,84.5;54.5,32.5;107.5,267;193.25,283.5
6548;11.75,70.25;147.5,252.25;176,173.25;194.25,248;1,96.5;41.75,9;121.5,259.25;193.25,283.5
17823;8.75,82.5;119.5,251;163.75,164.5;205.75,277.75;1,96.5;41.75,9;121.5,259.25;209.25,308
29938;8.5,82.75;106.5,221.5;134.5,171;205.75,277.75;9,119.5;53.5,23.25;122.5,258.75;209.25,308
27322;6,112.75;117.5,249.5;134.5,171;205.75,277.75;2.5,82.25;43.5,29;121.5,292.5;209.25,308
28606;7.75,150.5;117.5,249.5;128.75,171.75;178,280.75;2.5,82.25;59.5,13.5;106,313;209.25,308
27748;7.75,150.5;117.5,249.5;128.75,171.75;170.5,300.5;10.5,82.75;74.25,14.75;104.75,320.5;202,300.5
