begin;0,0;0,374.5;172.75,0;172.75,374.5;0,0;0,374.5;172.75,0;172.75,374.5
22554;0.25,4.25;50,275.5;85,16.5;86,313.25;0.25,4.25;15.5,368;64.5,13.25;87.75,350.75
23018;0.25,4.25;17.75,263;77.25,32;115.5,306.75;0.25,4.25;15.5,368;55,43.75;89,337
479;0.25,4.25;17.75,263;69.75,25.25;124.75,308.25;0.25,4.75;40.75,354.75;57.5,34;70.25,350
20490;1.75,13.75;21.75,292;55.75,22.5;124.75,308.25;18.75,5.5;40.75,354.75;57.5,34;75,368.75
2053;1.75,13.75;57.5,300.25;63.25,24.5;124.75,308.25;19,6;24.75,313.75;50.75,66.5;70.75,355.75
11408;1.75,13.75;64.5,284;72,47;159.25,320.5;19.25,6.5;24.75,313.75;69.5,98.75;87,338.5
10184;20.75,8;57,300;94.5,27.5;158.75,320.75;19.25,6.5;37.25,311;86.25,103.25;87,338.5
1336;10.25,23.5;78.5,268;108.25,14.75;135,333;19.25,6.5;37.25,311;75.25,104;88.5,318.5
23047;10.25,23.5;78.5,268;108.25,14.75;116.5,336.75;19.25,6.5;56,342.25;60,85.5;74.5,283.75
11205;10.25,23.5;79,268;85.25,21.75;88.5,324;19.25,6.5;37,342;76.25,98.5;95,258.75
19482;30.5,26.5;63.5,274.75;74,58.75;86,321.75;19.25,6.5;47.25,311.25;76.25,98.5;95,258.75
1328;30.5,26.5;63.5,274.75;66.25,31.5;82,313.25;19,6;53.25,291.5;62.75,100;91.25,263.25
15864;28.75,34.25;63.5,274.75;66.25,31.5;88.25,322;19,6;70.25,283;78,103.5;91.25,263.25
23387;28.75,34.25;46.75,238.5;66.25,31.5;88.25,322;19,6;44.75,281.5;69.25,91.75;87.75,227
7904;23.25,42.5;23.25,221.75;67.25,65.75;88.25,322;19,6;41.25,281.5;63.5,85;87.75,227
3297;18.75,34.25;60.75,231.25;67.25,65.75;90.5,358.5;19,6;35.75,308.25;63.5,85;109.25,221.25
19102;55.25,8.25;60.25,229;88.5,62;90.5,358.5;30.75,42;35.75,308.25;64.25,85.5;125,228.5
14375;50.75,51;60.25,229;64,79.5;90.5,358.5;30.75,42;33.25,306.5;67.75,99;115.25,266.75
20318;37.75,11.5;60.25,229;68.5,42;90.5,358.5;30.75,42;60,273;62.25,98.75;132.5,292
4791;37,9.75;60.25,229;75.5,32.5;82.5,364.5;30.75,42;49,307.5;62.25,98.75;122.25,266.25
21463;15.5,23.5;40,206.25;41.25,32.25;92.25,366.25;30.75,42;35.75,307.25;38.5,139.25;122.25,266.25
1162;15.5,23.5;28.25,187.75;41.5,59.75;127.75,348;26.25,50;35.75,307.25;62,98.5;92.5,289.5
